Date : 2025-11-28 01:59:51
Directory : c:\Users\karen\Armor Echo\Assets\Scenes\Single\Game\Scripts
Total : 404 files,  -59885 codes, -6823 comments, -11434 blanks, all -78142 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\BloomModel.cs                                                                                                      | C#          |        -88 |          0 |        -15 |       -103 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\BuiltinDebugViewsModel.cs                                                                                          | C#          |       -113 |          0 |        -21 |       -134 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\ChromaticAberrationModel.cs                                                                                        | C#          |        -38 |          0 |         -6 |        -44 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\ColorGradingModel.cs                                                                                               | C#          |       -255 |         -8 |        -49 |       -312 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\DepthOfFieldModel.cs                                                                                               | C#          |        -54 |          0 |        -10 |        -64 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\DitheringModel.cs                                                                                                  | C#          |        -27 |          0 |         -4 |        -31 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\EyeAdaptationModel.cs                                                                                              | C#          |        -70 |          0 |        -19 |        -89 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\FogModel.cs                                                                                                        | C#          |        -35 |          0 |         -5 |        -40 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\GrainModel.cs                                                                                                      | C#          |        -44 |          0 |         -8 |        -52 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\MotionBlurModel.cs                                                                                                 | C#          |        -41 |          0 |         -7 |        -48 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\ScreenSpaceReflectionModel.cs                                                                                      | C#          |       -115 |         -3 |        -23 |       -141 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\UserLutModel.cs                                                                                                    | C#          |        -38 |          0 |         -6 |        -44 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\VignetteModel.cs                                                                                                   | C#          |        -65 |          0 |        -14 |        -79 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\PostProcessingBehaviour.cs                                                                                                | C#          |       -358 |        -32 |        -81 |       -471 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\PostProcessingComponent.cs                                                                                                | C#          |        -45 |          0 |        -14 |        -59 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\PostProcessingContext.cs                                                                                                  | C#          |        -50 |         -1 |        -10 |        -61 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\PostProcessingModel.cs                                                                                                    | C#          |        -23 |          0 |         -5 |        -28 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\PostProcessingProfile.cs                                                                                                  | C#          |        -51 |         -7 |        -11 |        -69 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Utils\ColorGradingCurve.cs                                                                                                | C#          |        -48 |         -1 |        -16 |        -65 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Utils\GraphicsUtils.cs                                                                                                    | C#          |       -122 |         -1 |        -22 |       -145 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Utils\MaterialFactory.cs                                                                                                  | C#          |        -41 |          0 |        -12 |        -53 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Utils\RenderTextureFactory.cs                                                                                             | C#          |        -54 |          0 |        -11 |        -65 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Utilities\CustomMotionTexture\ExampleWheelController.cs                                                                           | C#          |        -26 |          0 |         -8 |        -34 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Utilities\CustomMotionTexture\Shaders\CustomMotionVectorTexture.shader                                                            | UnityShader |        -61 |          0 |        -10 |        -71 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Resources\TreeCreator\TreeCreatorBark.shader                                                                                                     | UnityShader |        -39 |         -1 |         -8 |        -48 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Resources\TreeCreator\TreeCreatorBarkOptimized.shader                                                                                            | UnityShader |        -35 |         -6 |        -11 |        -52 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Resources\TreeCreator\TreeCreatorLeaves.shader                                                                                                   | UnityShader |        -44 |         -1 |         -8 |        -53 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Resources\TreeCreator\TreeCreatorLeavesOptimized.shader                                                                                          | UnityShader |        -87 |        -11 |        -30 |       -128 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Resources\WavingGrass.shader                                                                                                                     | UnityShader |        -41 |         -2 |        -15 |        -58 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Scripts\DisableRenderer.cs                                                                                                                       | C#          |        -10 |         -2 |         -6 |        -18 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Scripts\FPSController\CharController_Motor.cs                                                                                                    | C#          |        -49 |         -3 |        -25 |        -77 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Scripts\FPSDisplay.cs                                                                                                                            | C#          |        -23 |          0 |         -5 |        -28 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Scripts\WaterFloat.cs                                                                                                                            | C#          |        -13 |         -4 |         -9 |        -26 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Resources\CTI_Camera-DepthNormalTexture_301.shader                                                      | UnityShader |       -527 |        -11 |        -41 |       -579 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Resources\CTI_Internal-DeferredReflections.shader                                                       | UnityShader |       -109 |        -11 |        -28 |       -148 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Resources\CTI_Internal-DeferredShading.shader                                                           | UnityShader |       -120 |        -19 |        -30 |       -169 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\CTI_CustomWind.cs                                                                               | C#          |        -37 |          0 |        -12 |        -49 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\CTI_Utils.cs                                                                                    | C#          |        -17 |         -5 |         -7 |        -29 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\Editor\CTI_AdvancedEdgeFluttering.cs                                                            | C#          |        -26 |          0 |         -5 |        -31 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\Editor\CTI_DetailsEnum.cs                                                                       | C#          |        -44 |          0 |         -8 |        -52 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\Editor\CTI_ShaderGUI.cs                                                                         | C#          |        -77 |         -9 |        -18 |       -104 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\CTI_Debug.shader                                                                                | UnityShader |       -114 |         -9 |        -25 |       -148 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\CTI_LOD_Bark_301.shader                                                                         | UnityShader |       -172 |        -32 |        -46 |       -250 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\CTI_LOD_Bark_Array_301.shader                                                                   | UnityShader |       -175 |        -32 |        -48 |       -255 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\CTI_LOD_Billboard_301.shader                                                                    | UnityShader |        -89 |        -57 |        -32 |       -178 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\CTI_LOD_Leaves_301.shader                                                                       | UnityShader |       -205 |       -119 |        -63 |       -387 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\Includes\CTI_BillboardVertex_301.cginc                                                          | UnityShader |        -92 |        -34 |        -29 |       -155 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\Includes\CTI_Builtin4xTreeLibraryTumbling_301.cginc                                             | UnityShader |       -407 |       -113 |       -113 |       -633 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\Includes\CTI_TranslucentLighting_301.cginc                                                      | UnityShader |       -128 |        -53 |        -45 |       -226 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\Includes\CTI_indirect.cginc                                                                     | UnityShader |        -19 |          0 |         -5 |        -24 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts\CTI_URP_CustomWind.cs                                                                     | C#          |        -38 |          0 |        -14 |        -52 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts\Editor\CTI_URPTransDrawer.cs                                                              | C#          |        -20 |         -1 |         -7 |        -28 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts\Editor\CTI_URPWindDrawer.cs                                                               | C#          |        -21 |         -1 |         -7 |        -29 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts\Editor\CTI_URP_ShaderGUI.cs                                                               | C#          |        -22 |         -2 |         -8 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG BillboardFragment.hlsl                                                | UnityShader |        -41 |         -7 |        -15 |        -63 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG BillboardVertex.hlsl                                                  | UnityShader |        -84 |        -40 |        -24 |       -148 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG BillboardVertexSimple.hlsl                                            | UnityShader |        -71 |        -42 |        -23 |       -136 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG Lighting.hlsl                                                         | UnityShader |        -49 |         -1 |        -12 |        -62 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG Utils.hlsl                                                            | UnityShader |        -55 |         -1 |         -6 |        -62 |
| c:\Users\karen\Armor Echo\Assets\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes\CTI URP SG Wind.hlsl                                                             | UnityShader |       -157 |        -58 |        -56 |       -271 |
| c:\Users\karen\Armor Echo\Assets\Forst\Conifers [BOTD]\Installer\Editor\ConifersInstaller.cs                                                                                                      | C#          |       -110 |          0 |        -21 |       -131 |
| c:\Users\karen\Armor Echo\Assets\JMO Assets\Cartoon FX Easy Editor\Editor\CFXEasyEditor.cs                                                                                                        | C#          |     -1,259 |       -115 |       -222 |     -1,596 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\Microsoft.Extensions.DependencyInjection.nuspec                                                          | XML         |        -39 |          0 |          0 |        -39 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\PACKAGE.md                                                                                               | Markdown    |        -41 |          0 |        -10 |        -51 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\buildTransitive\net461\Microsoft.Extensions.DependencyInjection.targets                                  | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.DependencyInjection.targets                           | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\lib\netstandard2.1\Microsoft.Extensions.DependencyInjection.xml                                          | XML         |       -599 |          0 |         -6 |       -605 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\Microsoft.Extensions.DependencyInjection.Abstractions.nuspec                                | XML         |        -33 |          0 |         -1 |        -34 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\PACKAGE.md                                                                                  | Markdown    |        -28 |          0 |         -7 |        -35 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\buildTransitive\net461\Microsoft.Extensions.DependencyInjection.Abstractions.targets        | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.DependencyInjection.Abstractions.targets | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\lib\netstandard2.1\Microsoft.Extensions.DependencyInjection.Abstractions.xml                | XML         |     -2,470 |          0 |         -6 |     -2,476 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.9.0.0\Microsoft.Extensions.Logging.nuspec                                                                                  | XML         |        -51 |          0 |          0 |        -51 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.9.0.0\PACKAGE.md                                                                                                           | Markdown    |       -100 |         -7 |        -39 |       -146 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.9.0.0\buildTransitive\net461\Microsoft.Extensions.Logging.targets                                                          | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.Logging.targets                                                   | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.9.0.0\lib\netstandard2.1\Microsoft.Extensions.Logging.xml                                                                  | XML         |       -611 |          0 |         -1 |       -612 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\Microsoft.Extensions.Logging.Abstractions.nuspec                                                        | XML         |        -47 |          0 |         -1 |        -48 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\PACKAGE.md                                                                                              | Markdown    |       -111 |         -7 |        -46 |       -164 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net461\Microsoft.Extensions.Logging.Abstractions.targets                                | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net462\Microsoft.Extensions.Logging.Abstractions.targets                                | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net8.0\Microsoft.Extensions.Logging.Abstractions.targets                                | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.Logging.Abstractions.targets                         | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\netstandard2.0\Microsoft.Extensions.Logging.Abstractions.targets                        | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\lib\netstandard2.0\Microsoft.Extensions.Logging.Abstractions.xml                                        | XML         |     -1,535 |          0 |         -3 |     -1,538 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\Microsoft.Extensions.Options.nuspec                                                                                  | XML         |        -46 |          0 |          0 |        -46 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\PACKAGE.md                                                                                                           | Markdown    |       -127 |          0 |        -43 |       -170 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net461\Microsoft.Extensions.Options.targets                                                          | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net462\Microsoft.Extensions.Options.targets                                                          | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net8.0\Microsoft.Extensions.Options.targets                                                          | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.Options.targets                                                   | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\netstandard2.0\Microsoft.Extensions.Options.targets                                                  | XML         |        -24 |         -2 |         -6 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Options.9.0.0\lib\netstandard2.1\Microsoft.Extensions.Options.xml                                                                  | XML         |     -2,335 |          0 |         -6 |     -2,341 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Primitives.9.0.0\Microsoft.Extensions.Primitives.nuspec                                                                            | XML         |        -34 |          0 |         -1 |        -35 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Primitives.9.0.0\PACKAGE.md                                                                                                        | Markdown    |        -84 |          0 |        -25 |       -109 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Primitives.9.0.0\buildTransitive\net461\Microsoft.Extensions.Primitives.targets                                                    | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Primitives.9.0.0\buildTransitive\netcoreapp2.0\Microsoft.Extensions.Primitives.targets                                             | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\Microsoft.Extensions.Primitives.9.0.0\lib\netstandard2.0\Microsoft.Extensions.Primitives.xml                                                            | XML         |     -1,248 |          0 |         -1 |     -1,249 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.4.3.0\README.md                                                                                                                                 | Markdown    |        -84 |          0 |        -36 |       -120 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.4.3.0\Serilog.nuspec                                                                                                                            | XML         |        -40 |          0 |          0 |        -40 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.4.3.0\lib\netstandard2.0\Serilog.xml                                                                                                            | XML         |     -6,338 |         -2 |        -27 |     -6,367 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Extensions.Logging.9.0.2\README.md                                                                                                              | Markdown    |       -149 |          0 |        -41 |       -190 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Extensions.Logging.9.0.2\Serilog.Extensions.Logging.nuspec                                                                                      | XML         |        -43 |          0 |          0 |        -43 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Extensions.Logging.9.0.2\lib\netstandard2.1\Serilog.Extensions.Logging.xml                                                                      | XML         |       -164 |          0 |         -1 |       -165 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Formatting.Compact.3.0.0\README.md                                                                                                              | Markdown    |       -117 |          0 |        -45 |       -162 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Formatting.Compact.3.0.0\Serilog.Formatting.Compact.nuspec                                                                                      | XML         |        -33 |          0 |          0 |        -33 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Formatting.Compact.3.0.0\lib\netstandard2.0\Serilog.Formatting.Compact.xml                                                                      | XML         |        -77 |          0 |         -1 |        -78 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Async.2.1.0\README.md                                                                                                                     | Markdown    |        -75 |          0 |        -32 |       -107 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Async.2.1.0\Serilog.Sinks.Async.nuspec                                                                                                    | XML         |        -33 |          0 |          0 |        -33 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Async.2.1.0\lib\netstandard2.0\Serilog.Sinks.Async.xml                                                                                    | XML         |        -67 |          0 |         -1 |        -68 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Console.6.1.1\README.md                                                                                                                   | Markdown    |       -127 |          0 |        -52 |       -179 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Console.6.1.1\Serilog.Sinks.Console.nuspec                                                                                                | XML         |        -38 |          0 |          0 |        -38 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.Console.6.1.1\lib\netstandard2.0\Serilog.Sinks.Console.xml                                                                                | XML         |       -357 |          0 |         -1 |       -358 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.File.7.0.0\README.md                                                                                                                      | Markdown    |       -140 |          0 |        -72 |       -212 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.File.7.0.0\Serilog.Sinks.File.nuspec                                                                                                      | XML         |        -41 |          0 |          0 |        -41 |
| c:\Users\karen\Armor Echo\Assets\Packages\Serilog.Sinks.File.7.0.0\lib\netstandard2.0\Serilog.Sinks.File.xml                                                                                      | XML         |       -519 |          0 |         -1 |       -520 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.ComponentModel.Annotations.5.0.0\System.ComponentModel.Annotations.nuspec                                                                        | XML         |        -68 |          0 |         -2 |        -70 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.ComponentModel.Annotations.5.0.0\lib\netstandard2.1\System.ComponentModel.Annotations.xml                                                        | XML         |     -1,201 |          0 |         -9 |     -1,210 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\Sources\ILLink.Descriptors.LibraryBuild.xml                                                                   | XML         |         -7 |         -1 |         -1 |         -9 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\System.Diagnostics.DiagnosticSource.nuspec                                                                    | XML         |        -38 |          0 |         -1 |        -39 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\buildTransitive\net461\System.Diagnostics.DiagnosticSource.targets                                            | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\buildTransitive\netcoreapp2.0\System.Diagnostics.DiagnosticSource.targets                                     | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\content\ILLink\ILLink.Descriptors.LibraryBuild.xml                                                            | XML         |         -7 |         -1 |         -1 |         -9 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Diagnostics.DiagnosticSource.9.0.0\lib\netstandard2.0\System.Diagnostics.DiagnosticSource.xml                                                    | XML         |     -2,059 |          0 |        -10 |     -2,069 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Threading.Channels.8.0.0\PACKAGE.md                                                                                                              | Markdown    |        -41 |         -7 |        -25 |        -73 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Threading.Channels.8.0.0\System.Threading.Channels.nuspec                                                                                        | XML         |        -33 |          0 |         -1 |        -34 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Threading.Channels.8.0.0\buildTransitive\net461\System.Threading.Channels.targets                                                                | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Threading.Channels.8.0.0\buildTransitive\netcoreapp2.0\System.Threading.Channels.targets                                                         | XML         |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Packages\System.Threading.Channels.8.0.0\lib\netstandard2.1\System.Threading.Channels.xml                                                                        | XML         |       -243 |          0 |          0 |       -243 |
| c:\Users\karen\Armor Echo\Assets\Resources\BillingMode.json                                                                                                                                       | JSON        |         -1 |          0 |          0 |         -1 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\EDITOR\suimono_module_editor.cs                                                                                                         | C#          |       -239 |        -17 |       -126 |       -382 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\EDITOR\suimono_modulefx_editor.cs                                                                                                       | C#          |        -51 |        -31 |        -44 |       -126 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\EDITOR\suimono_object_editor.cs                                                                                                         | C#          |       -644 |        -86 |       -300 |     -1,030 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\EDITOR\suimono_objectfx_editor.cs                                                                                                       | C#          |       -166 |        -37 |        -96 |       -299 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\EDITOR\suimono_shorelineobject_editor.cs                                                                                                | C#          |        -89 |        -21 |        -80 |       -190 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\Random.cs                                                                                                                       | C#          |        -82 |        -58 |        -17 |       -157 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoCamera_depth.cs                                                                                                          | C#          |        -23 |         -5 |        -17 |        -45 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoDepth.cs                                                                                                                 | C#          |        -15 |         -3 |         -8 |        -26 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoModule.cs                                                                                                                | C#          |     -1,037 |       -314 |       -393 |     -1,744 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoModuleFX.cs                                                                                                              | C#          |       -205 |        -29 |        -92 |       -326 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoModuleLib.cs                                                                                                             | C#          |        -49 |          0 |        -11 |        -60 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\SuimonoObject.cs                                                                                                                | C#          |     -1,234 |       -233 |       -293 |     -1,760 |
